"","GSM2544275","GSM2544276","GSM2544277","GSM2544278","GSM2544279","GSM2544280","GSM2544281","GSM2544282","GSM2544283","GSM2544284","GSM2544285","GSM2544286","GSM2544287","GSM2544288","GSM2544289","GSM2544290","GSM2544291","GSM2544292","GSM2544293","GSM2544294","GSM2544295","GSM2544296","GSM2544297","GSM2544298","GSM2544299","GSM2544300","GSM2544301","GSM2544302","GSM2544303","GSM2544304","GSM2544305","GSM2544306","GSM2544307","GSM2544308","GSM2544309","GSM2544310","GSM2544311","GSM2544312","GSM2544313","GSM2544314","GSM2544315","GSM2544316","GSM2544317","GSM2544318","GSM2544319","GSM2544320","GSM2544321","GSM2544322","GSM2544323","GSM2544324","GSM2544325","GSM2544326","GSM2544327","GSM2544328","GSM2544329","GSM2544330","GSM2544331","GSM2544332","GSM2544333","GSM2544334","GSM2544335"
"ABCA2",5.40434,5.67532,5.62812,5.4065,5.59219,5.47749,5.40377,5.6985,5.51032,5.43627,5.42081,5.4544,5.67113,5.45507,5.68321,5.56721,5.37754,5.3626,5.31974,5.3163,5.24497,5.46398,5.46275,5.5725,5.70659,5.84907,5.35106,5.70792,5.51249,5.38945,5.34071,5.42145,5.3548,5.40606,5.26968,5.45882,5.48612,5.23779,5.44151,5.39274,5.34572,5.759,5.33173,5.51941,5.45882,5.38433,5.35096,5.29995,5.52329,5.40534,5.64668,5.66664,5.31574,5.40677,5.49186,5.63404,5.52384,5.28776,5.45882,5.3279,5.37438
"ABCA3",5.43524,5.89013,5.55032,5.61582,5.42858,5.45282,5.3069,5.7118,5.34574,5.52184,5.49498,5.48729,5.54359,5.71483,5.83155,5.62077,5.63958,5.31786,5.46302,5.12326,5.25717,5.18315,5.33768,6.17966,5.44097,6.02458,5.66581,5.68771,5.48528,5.54335,5.5209,5.80929,5.55275,5.3165,4.92078,5.70257,5.88849,5.56725,5.28101,5.44932,5.62705,5.81679,5.29897,5.97167,5.49369,5.26196,5.54887,5.60197,5.39599,5.55032,5.49541,5.88481,5.30999,5.52037,5.55032,5.79462,5.82678,5.57784,5.57457,5.4551,5.36869
"ABCA4",3.53685,3.39401,3.39464,3.37189,3.42006,3.34399,3.41042,3.41015,3.50593,3.3031,3.38029,3.42006,3.44456,3.37561,3.54358,3.42472,3.43596,3.49488,3.42006,3.40427,3.43975,3.50439,3.38183,3.42449,3.5501,3.48395,3.45236,3.42006,3.50729,3.30063,3.43726,3.42006,3.55422,3.45753,3.40225,3.49405,3.37397,3.3911,3.38447,3.42853,3.42068,3.47841,3.42006,3.40051,3.42445,3.42006,3.42093,3.36934,3.38829,3.34023,3.54377,3.51086,3.42006,3.56237,3.42006,3.3996,3.2884,3.31403,3.35212,3.32551,3.36546
"ABCA5",5.73287,6.20504,5.90731,6.5563,5.70182,5.82765,5.83962,6.03957,5.94125,6.02997,6.35049,5.98249,5.91447,5.79476,5.42074,6.08524,5.78671,5.80713,5.34827,6.34494,6.19045,5.8891,5.90733,5.41118,5.89973,6.38689,5.55304,5.67518,5.71419,5.18042,5.5411,5.30731,5.77412,5.44059,5.80593,5.66446,5.15804,5.56332,5.489,5.3644,5.87369,6.28379,5.9221,5.92315,6.37608,5.23574,6.13331,5.89955,6.28992,5.56604,5.8497,5.83962,5.56666,6.0748,5.77138,5.53675,6.24413,5.72898,5.95083,6.01169,5.83115
"ABCA6",4.51612,4.76483,3.98119,4.72755,3.94634,3.95982,4.76952,3.89524,4.17594,4.7757,4.31431,3.67515,4.14091,4.64662,4.29793,4.7407,5.14897,4.13711,6.27421,3.90781,5.84747,6.02332,5.04677,4.23196,6.65042,4.86499,5.32911,4.5064,4.47505,5.37408,7.33128,5.70566,5.25399,5.08731,6.86854,4.35294,5.48,5.12311,4.67026,4.95381,4.22412,4.17028,4.19498,4.12393,4.06547,4.59276,4.34963,3.94707,4.07663,4.51648,4.03063,3.79545,4.64621,4.31139,3.83773,3.79846,3.97922,4.13002,4.06139,3.91553,4.07176
"ABCA7",4.33947,4.19596,4.20745,4.20502,4.16419,4.14976,4.17064,4.35629,4.22352,4.17141,4.29783,4.29616,4.3176,4.22409,4.26523,4.16728,4.16119,4.22409,4.27507,4.19145,4.21486,4.28921,4.22409,4.26983,4.45373,4.17448,4.24729,4.09419,4.25465,4.20875,4.37051,4.22409,4.22409,4.29324,4.38089,4.22409,4.3194,4.06523,4.30223,4.27079,4.23316,4.25019,4.14265,4.22429,4.145,4.34334,4.08785,4.17064,4.09273,4.11699,4.24763,4.32039,4.22409,4.20827,4.22276,4.17696,4.05949,4.12457,4.27839,4.15108,4.22409
"ABCA8",4.32328,4.34061,3.77941,5.74365,3.63485,3.59493,4.9422,3.75104,4.2714,4.73889,3.7607,3.56911,3.87384,4.48709,4.19088,4.10591,5.13245,3.69206,5.85755,3.77179,5.72604,5.76089,4.93804,4.1431,5.73297,5.01884,4.99171,4.32706,4.17718,4.86495,7.35981,5.42952,4.9514,5.14973,6.58374,4.02732,4.99907,4.62574,3.98153,5.13528,4.18227,4.0081,4.244,3.91317,3.76835,4.65615,3.9043,3.7834,3.83949,4.31412,3.92267,3.64918,4.36143,4.32706,3.70526,3.59121,3.95412,4.17077,3.91737,4.04113,3.60166
"ABCA9",3.85802,3.68867,3.38317,3.7894,3.34219,3.28874,3.70877,3.34162,3.44151,3.71536,3.56014,3.47179,3.49617,3.60215,3.66411,3.78328,4.00557,3.64857,4.10628,3.39874,3.9323,4.18727,3.55095,3.64857,4.30879,3.74491,3.94849,3.74292,3.75586,3.64857,5.09853,3.97523,3.78346,3.88728,4.88182,3.46052,3.98295,3.88222,3.64568,3.90652,3.4501,3.55096,3.45689,3.44961,3.42776,3.80499,3.63531,3.53082,3.54978,3.54054,3.4281,3.32857,3.84934,3.59714,3.29981,3.45121,3.38564,3.46543,3.64248,3.34812,3.63273
"ABCA9-AS1",4.12946,4.11844,4.44243,4.19063,4.00595,4.63164,4.34103,4.31108,4.60875,3.75455,4.9425,4.19647,3.85211,4.0797,3.54356,4.47106,4.69757,4.35454,3.78658,4.24945,4.74124,4.58039,4.20988,3.46411,4.53447,3.52134,3.60223,3.70462,4.32162,4.78181,4.6448,4.58664,4.37462,4.68008,5.03183,5.17276,4.44578,4.71304,4.48034,4.86807,4.63717,3.84643,3.68321,3.38997,3.52692,4.1299,3.50837,3.66158,3.37162,3.44293,3.39715,3.47485,4.16525,3.33975,3.16267,3.5927,3.7147,3.46866,3.57706,3.12829,3.61497
"ABCB1",6.77504,5.68426,6.14988,7.79908,6.06149,6.9181,6.98089,5.87716,6.30876,7.51078,5.97738,5.63577,6.7861,6.52213,6.28812,7.12118,6.84792,6.82399,6.76583,6.30616,7.94819,6.94918,7.06866,8.70557,6.16505,6.87654,8.46135,6.50122,6.61476,6.17002,7.70624,8.29668,7.23552,5.64094,10.3526,6.6258,7.48161,6.87723,6.00589,7.96979,7.33646,7.1157,6.37343,6.18179,6.95007,6.60362,7.08359,6.28263,6.39972,7.73327,6.38014,5.8465,7.41961,6.85615,7.09362,5.44764,7.01878,6.90661,6.05731,7.34076,6.4083
"ABCB10",6.14908,6.57071,6.35464,6.48059,6.32185,6.33594,6.43073,6.18308,6.25001,6.25257,6.51138,6.63302,6.31181,6.67246,6.47742,6.47171,6.4705,6.4008,6.38749,6.66193,6.01548,6.23561,6.43209,6.29049,6.61463,6.2081,6.41109,6.13982,6.45004,6.30009,5.96449,6.2479,6.30184,6.36585,6.2753,6.52635,6.32298,6.38713,6.19605,6.204,6.83406,6.24794,6.56518,6.55194,6.27688,6.23089,6.59927,6.8179,6.84263,6.51855,6.42023,6.59483,6.23117,6.74875,6.57449,6.88991,6.58635,6.48623,6.70207,6.57412,6.86081
"ABCB11",3.03278,2.98043,2.8999,2.84106,3.05054,2.9897,2.95787,3.13911,3.08593,2.98917,3.02971,3.12804,3.14051,2.87778,3.04828,2.95026,2.94069,2.8925,2.98932,2.99438,2.83547,3.15162,3.09011,2.9897,3.0385,3.04997,3.01061,2.98468,3.06597,2.9653,2.93627,2.95851,2.86776,2.9897,3.0292,3.04918,2.96496,2.91628,3.00654,2.96498,3.06345,2.99977,2.94308,2.95653,2.88391,3.11367,2.85942,3.11643,2.99974,3.00415,3.04271,3.01904,3.17064,2.98713,2.9601,2.89197,2.93444,2.9897,3.01298,3.01139,2.96455
"ABCB4",3.90474,3.53287,3.46595,3.48285,3.45056,3.5069,3.65906,3.63661,3.67035,3.54764,3.61513,3.54876,3.56114,3.43895,3.63741,3.54871,3.63783,3.52398,3.93398,3.44673,3.70369,3.76815,3.60313,4.20744,3.72694,3.65452,4.14574,3.67057,3.58037,3.84059,3.72041,4.17689,3.73636,3.71236,4.28429,3.69636,3.92941,3.87718,3.63741,3.8761,3.51822,3.63204,3.53882,3.46794,3.4925,3.53931,3.52934,3.56385,3.45855,3.57372,3.58218,3.40701,3.78165,3.58531,3.63741,3.45402,3.78655,3.6418,3.62834,3.61714,3.55871
"ABCB5",3.39214,3.27241,3.0788,3.00928,3.16148,3.09362,3.09672,3.42572,3.17933,3.16498,3.21142,3.28123,3.28422,3.1016,3.26932,3.13115,3.11945,3.14063,3.88322,3.20625,3.09104,3.34757,3.23084,4.21237,3.58305,3.10933,4.32291,3.33024,3.26551,3.56413,3.22224,3.5569,3.25318,3.25318,3.63407,3.33077,3.50572,3.35086,3.18206,3.63512,3.12103,3.15164,3.23464,3.1221,3.19231,3.26882,3.15152,3.15016,3.11798,3.22966,3.32672,3.24749,3.25318,3.25318,3.19832,3.17908,3.19795,3.04332,3.25318,3.10564,3.2082
"ABCB6",4.48025,4.07252,4.19838,4.44092,4.33911,4.23912,4.30648,4.23493,4.17893,4.29252,4.49525,4.25117,4.23154,4.28074,4.47555,4.20945,4.31403,4.28797,4.32722,4.39731,4.54063,4.24475,4.19477,4.29252,4.31037,4.16285,4.50856,4.00372,4.29358,4.29252,4.26875,4.29252,4.35266,4.07231,4.25658,4.20243,4.16903,4.14862,4.31918,4.2445,4.35852,4.424,4.31217,4.22747,4.14666,4.46191,4.54451,4.57083,4.29252,4.36908,4.38641,4.29252,4.227,4.32205,4.24863,4.25069,4.36986,4.38368,4.15276,4.3527,4.4614
"ABCB7",7.17407,7.43714,6.94367,7.80617,7.67075,7.1144,7.53171,7.31788,6.95358,7.50126,6.91356,7.04598,7.2993,7.33629,7.1094,7.25469,7.84511,7.4615,7.56453,7.2993,7.68975,7.38367,7.15984,7.36505,7.12052,7.70035,7.44384,7.5791,6.9844,7.22531,7.34746,6.89325,7.0763,7.23433,7.30769,6.79222,7.25099,7.37698,7.30238,7.23582,7.42667,7.23734,7.4785,7.18069,7.1694,7.68781,7.3705,7.26552,7.2993,7.31952,7.21241,7.01724,7.12336,7.51949,7.56944,7.02029,7.37233,7.4943,7.32089,6.98244,7.24901
"ABCB8",4.21192,4.00967,4.13186,4.12144,4.1296,4.11593,4.07664,4.00729,4.13085,4.18521,4.28177,4.13186,4.16128,4.07664,4.15572,4.03008,4.24874,4.3188,3.99939,3.96433,4.10619,4.14608,4.10025,4.30512,4.18772,4.12563,4.13186,4.23646,4.25641,4.10832,4.14423,4.19485,4.11948,4.18373,4.09152,4.16315,4.298,4.14856,4.09305,4.23957,4.14626,4.11652,4.139,4.20555,4.13186,4.18152,4.13186,3.98007,3.93502,4.18782,4.16922,4.08271,4.03498,4.13186,3.95618,4.15713,4.13186,4.18293,4.1275,4.12866,4.09394
"ABCB9",3.68207,3.72142,3.71469,3.698,3.63779,3.67934,3.47074,3.74099,3.84137,3.71701,3.69948,3.71688,3.79007,3.52645,3.69032,3.62731,3.75004,3.76258,3.70391,3.71639,3.6817,3.91448,3.73782,3.65648,3.85931,3.79257,3.72715,3.73369,3.67795,3.72078,3.81937,3.64544,3.8138,3.7368,3.76009,3.7255,3.7119,3.58762,3.63105,3.82738,3.74404,3.64524,3.71469,3.79739,3.64144,3.71469,3.71973,3.7136,3.83982,3.7341,3.788,3.75698,3.7136,3.61329,3.6004,3.73108,3.67191,3.6174,3.62238,3.67574,3.88114
"ABCC1",7.00267,7.08441,7.44501,6.62489,7.12332,7.3702,6.8827,7.224,6.89605,6.71075,7.08021,7.23685,7.07147,7.13655,7.59498,6.98186,6.91903,6.79012,6.92917,7.12371,6.36505,6.7469,7.07119,7.34798,7.11607,6.79998,7.0134,6.99089,7.34822,7.01034,7.23505,7.00464,6.68522,6.92754,6.57177,6.87805,6.98087,7.19798,6.88179,6.99249,6.95622,6.89181,7.1876,6.99104,6.83471,6.45561,7.00267,6.92237,6.85532,7.08331,7.27448,7.02515,6.82617,6.72769,6.94501,7.68312,6.72482,7.1609,7.01587,6.85841,7.06128
"ABCC10",4.81416,4.73129,4.75386,4.55153,4.75574,4.77718,4.80686,4.92241,4.68575,4.79724,4.86507,4.79723,4.78018,4.65057,4.62699,4.94917,4.78753,4.91982,4.74695,5.17546,4.74698,4.95467,4.64202,4.72528,4.9621,4.74313,4.74818,4.86539,4.82624,5.15148,4.8926,4.82708,4.77995,4.8581,4.70911,4.97943,4.73215,4.80768,5.02652,4.76652,4.6956,4.7077,4.74478,4.67707,4.76652,4.85794,4.80403,4.70271,4.71043,4.64208,4.70186,4.5537,4.67519,4.62122,4.86442,4.70218,4.60776,4.6183,4.70281,4.5668,4.76122
"ABCC11",3.23975,3.12091,3.22289,3.23071,3.23071,3.19016,3.20789,3.40134,3.28731,3.1296,3.2628,3.32556,3.25835,3.2456,3.25229,3.15,3.26902,3.24189,3.31882,3.31668,3.30717,3.38312,3.30667,3.23071,3.23373,3.14194,3.48457,3.2264,3.23071,3.23071,3.21815,3.18729,3.20562,3.20567,3.26978,3.28712,3.18257,3.16894,3.30427,3.23071,3.23071,3.2121,3.11775,3.15067,3.15118,3.21369,3.17035,3.15311,3.12217,3.14332,3.23071,3.27032,3.25095,3.23465,3.32073,3.25186,3.20176,3.15628,3.14456,3.15014,3.27731
"ABCC12",3.20212,3.07205,3.00442,3.01617,3.09368,3.02837,3.01095,3.09559,3.11276,3.15452,3.09485,3.13018,3.33343,3.03329,3.21685,2.99111,3.09097,3.09441,3.09368,3.12156,3.05186,3.21146,3.09368,3.12079,3.19259,3.04137,3.17137,3.15819,3.11869,3.07603,3.09368,3.09368,3.09368,3.19543,3.0318,3.24407,2.9971,2.96919,3.16229,3.03252,3.09164,3.10865,3.08668,2.95816,2.99098,3.17861,3.09513,3.10182,3.05818,3.0363,3.09751,3.12818,3.12251,3.18945,3.11622,3.09481,3.06148,3.09368,3.05909,3.06779,3.10873
"ABCC13",3.06195,3.18144,3.14959,3.37309,3.1816,3.14639,3.11571,3.18029,3.18276,3.11973,3.32382,3.37311,3.2106,3.03433,3.56371,3.12372,3.07462,2.99491,3.40416,3.04786,3.04841,3.21325,3.35433,3.23418,3.63335,3.23789,3.23641,3.30326,3.64196,3.06975,3.2081,3.11607,3.10158,3.2247,2.99666,3.18276,3.04783,3.0667,3.12385,3.02991,3.21946,3.47921,3.17877,3.08599,3.2615,3.43314,3.16113,3.13144,3.10401,3.14493,3.16779,3.16738,3.09667,3.36289,3.48498,3.50776,3.03462,3.16699,3.05711,3.14001,3.30301
"ABCC2",5.60708,3.81963,5.46079,6.66209,4.54782,5.42261,6.65056,4.09162,5.38686,6.86065,5.90487,4.65893,5.95526,6.36613,5.09339,4.43805,5.16667,6.2098,4.2708,5.44402,6.51252,4.52887,6.54473,5.62992,4.0176,5.68556,5.03921,4.93935,5.02755,3.58538,6.43932,4.17282,6.13612,3.88913,7.15048,4.33634,4.54625,5.37621,5.4994,4.95489,6.42568,6.0405,6.04137,6.89904,6.42319,7.25439,6.45956,5.96573,6.0251,6.95061,6.06534,4.87526,6.91307,6.18045,6.49175,5.15762,6.45729,6.82138,6.08059,7.43884,7.47348
"ABCC3",5.57591,5.23816,5.22935,5.02418,5.02304,5.02758,5.12652,5.05618,4.97876,5.13595,5.02051,5.17348,5.28942,5.08982,5.20905,5.35779,5.22441,5.02592,5.6752,5.2751,5.23076,6.15454,5.15919,6.39439,5.8188,5.23428,6.34417,5.72931,5.76235,5.93247,5.98695,6.25207,6.22986,5.90461,6.35392,5.87286,6.22729,5.87288,5.16292,5.71731,5.18715,5.09054,4.90816,4.86824,5.49389,4.87743,5.00795,4.99306,4.81122,5.02599,4.92595,5.09929,5.85207,5.02758,4.73435,4.86918,4.92931,4.82019,5.10134,4.88531,5.17425
"ABCC4",6.88241,6.14449,6.44151,6.63435,6.44412,6.42491,6.63842,6.0669,6.24517,7.15333,6.57718,6.46861,6.38504,6.52022,6.07754,6.38679,6.34661,6.6981,6.77013,7.11345,7.37932,6.63134,6.94535,7.86163,6.65911,6.75344,7.1491,6.84285,6.58159,6.35355,7.18074,7.04355,7.03684,6.62157,7.70948,5.79384,6.96856,6.50007,6.37766,6.6205,7.17765,6.1366,6.56213,6.49625,6.65285,7.03615,6.25083,6.28347,6.42786,6.63838,6.28282,6.11794,6.86275,6.14934,6.32148,5.96688,6.1398,6.30968,6.38838,6.8152,6.49216
"ABCC5",4.8033,4.95555,4.83629,5.10909,5.10928,4.79919,4.94878,4.75382,5.05413,4.67344,5.0356,4.8655,4.82344,4.61262,4.88654,5.1268,4.90031,5.0521,5.01911,4.81748,5.36707,5.11999,4.77103,4.87801,5.12217,4.92505,4.97129,5.05618,4.80202,5.13823,5.31745,5.13281,5.14511,5.33917,5.03235,5.11503,4.7285,5.13535,4.65275,5.11244,4.87801,4.87801,4.86012,4.67183,4.85431,4.76759,4.61835,4.49726,4.61536,4.7487,4.77361,4.55264,5.00448,4.66369,4.74896,4.74807,4.65198,4.63799,4.89057,4.71103,4.53503
"ABCC5-AS1",3.05161,3.85696,3.27994,3.26983,3.16835,3.21685,2.94603,3.28452,3.00805,3.30532,3.51546,3.22939,2.92238,3.1522,2.89303,3.09092,3.20541,3.43629,3.2295,3.66747,4.02961,3.80998,3.20922,3.28932,4.64403,3.54227,3.49991,3.60241,3.12838,3.43823,3.00612,3.65583,3.78297,3.33938,3.32522,3.79713,3.08796,3.90556,3.46955,3.11743,3.09933,3.3159,3.24508,3.01111,3.29769,4.06679,3.09422,3.52284,3.98533,3.06738,3.37169,3.62026,3.52228,3.65535,3.15448,3.43478,3.35509,3.34004,3.3723,3.09519,3.31697
"ABCC6",5.39948,4.72338,5.57092,5.71535,4.9683,5.36434,5.84579,4.9612,5.30418,6.00561,5.40292,5.09215,5.54717,5.64907,5.31415,5.07652,5.23975,5.57842,4.973,5.3597,5.83994,4.98665,5.75138,5.36285,5.12991,5.32519,5.32622,5.05159,5.16625,4.85249,5.80885,4.94032,5.33552,4.88878,6.13606,4.9158,4.91238,5.18229,5.45155,5.13145,5.62818,5.36913,5.50173,5.85509,6.12291,5.86086,6.01861,5.61633,5.53532,6.04613,5.40292,4.99896,6.27619,5.40423,5.4018,5.21458,5.57232,5.85233,5.53839,5.96198,5.55484
"ABCC6P1",5.23512,4.46817,5.99156,5.80381,4.70485,5.21366,6.59722,4.5227,5.54706,6.80155,5.62135,4.8699,6.21794,5.82945,5.2969,5.24893,5.29598,5.96105,4.71947,5.30467,6.43304,4.84227,6.10325,5.46702,4.84921,5.10878,5.20143,4.821,4.97756,4.1866,6.03974,4.70374,5.17501,4.3282,6.67871,4.75997,4.93546,5.32768,5.94316,5.15388,6.14748,5.53605,5.50912,6.4261,6.10655,6.3588,6.53929,5.3476,5.9597,6.70331,5.4793,4.75141,6.5311,5.38941,5.26532,4.96328,5.87917,6.4104,5.73848,6.19389,6.50225
"ABCC6P2",5.46941,4.76249,5.95349,6.22946,4.82534,5.15557,6.44353,4.38637,5.27859,6.88502,5.90008,5.01728,6.22004,6.25585,5.22693,4.91784,5.44786,5.94447,4.35174,5.49246,7.12207,4.85112,5.75927,5.72434,4.28966,5.68737,5.38001,5.21429,4.99739,4.09756,6.12275,4.98958,5.46387,4.47152,7.00935,4.75257,5.03892,5.63245,6.23002,5.46035,6.20807,6.25836,5.70138,7.23732,6.70311,6.73977,7.31874,5.96986,6.50369,7.2351,6.04155,5.35903,6.7959,6.03912,5.78968,5.58514,5.97785,7.19952,6.12814,7.50954,6.39387
"ABCC8",4.03659,4.20428,4.01673,3.88193,3.96566,3.94089,3.95431,4.0559,3.92669,3.80622,4.05066,4.2269,3.88414,4.35575,3.87818,4.4774,3.88213,3.97792,4.15803,3.87478,4.15951,4.1981,3.81229,3.91623,3.92055,3.95431,4.41593,3.85755,3.99074,3.91943,4.14555,3.83239,3.84843,3.89732,3.92166,4.19345,4.04126,3.79685,4.13986,4.00372,3.90753,3.91147,3.97186,3.95397,3.83705,3.98437,3.90145,3.91136,3.74265,3.76796,3.95431,3.94601,3.9058,3.83302,3.95167,3.84575,3.84273,3.85028,3.9204,3.87845,3.86663
"ABCC9",4.93722,5.15173,4.10097,5.20605,3.69786,4.24057,5.57135,4.14262,4.46941,4.45819,4.10745,3.89232,4.42447,4.81977,4.91065,5.44217,5.5069,3.97303,7.86061,4.15765,7.03685,7.42544,4.74531,5.91394,6.90241,6.27771,7.06016,4.45792,4.58795,6.94445,7.85341,7.42025,6.27331,5.82917,8.06104,5.37167,7.46434,5.38603,4.84472,6.58394,4.03267,4.54711,4.8411,3.8567,4.02352,4.03077,4.33583,4.10134,3.95692,3.99766,4.09751,4.02006,4.84011,4.50275,3.94537,3.94631,4.20037,3.76583,3.96439,4.0927,4.04694
"ABCD1",3.64236,3.68685,3.91833,3.559,3.54445,3.71817,3.55947,3.6981,3.55885,3.76102,3.64654,3.56931,3.7959,3.67739,3.61089,3.57068,3.65194,3.75511,3.58406,3.54896,3.64763,3.66494,3.68685,3.83973,3.69978,3.74061,3.88166,3.68639,3.7987,3.63707,3.69322,3.489,3.7585,3.68685,3.80237,3.65624,3.58002,3.84855,3.70969,3.65585,3.68928,3.6237,3.74335,3.5286,3.64996,3.64389,3.79521,3.49915,3.71849,3.70824,3.68685,3.78661,3.76054,3.78528,3.89702,3.81841,3.62685,3.44071,3.64154,3.89873,3.6559
"ABCD2",3.2747,3.15808,3.1231,3.20722,3.12949,2.95903,3.18904,3.24586,2.94739,3.35628,3.14368,3.18632,3.30366,3.13122,3.30972,2.86231,2.98915,3.27381,3.44202,3.16427,3.07095,3.24472,3.13426,3.43054,3.85526,3.60007,3.20528,2.91736,3.24963,3.15228,3.20312,3.64455,3.49369,3.10783,3.21112,2.97246,3.15996,2.78335,2.99985,3.25848,3.67342,3.14758,3.1484,3.33151,3.01802,3.06485,3.0557,3.49164,3.19714,3.20191,3.28843,3.28285,3.23718,3.15304,3.39297,3.16863,3.13004,3.08039,3.2945,3.19652,3.27488
"ABCD3",8.94625,8.58584,9.11047,9.26926,8.98436,8.60057,9.05034,8.60981,8.73601,9.46139,8.96815,8.49758,8.99611,8.93087,9,8.58562,9.09061,9.14091,8.1991,9.4712,9.72547,8.79683,9.29608,9.76825,8.12403,8.95369,8.82628,8.98436,8.7936,8.25736,8.87588,8.82013,8.61649,8.28376,9.86756,8.37093,8.52903,8.85403,9.01674,8.89756,9.44293,9.12501,9.08495,9.12636,9.28301,9.53736,9.41878,9.14108,9.00042,9.23141,8.97914,8.42388,9.16863,8.92798,9.48127,9.05049,9.27254,8.93345,8.82978,9.46388,8.97371
"ABCD4",6.21008,5.95062,5.88378,5.96792,6.092,5.9977,6.14366,5.99643,6.07268,6.20618,6.22296,5.97586,5.99643,6.11229,5.9041,6.14569,6.03548,6.0362,5.99643,6.29756,6.09981,6.10246,5.93979,5.85475,5.88716,6.20088,6.29723,6.02564,5.81427,6.07839,6.22967,6.13804,6.11099,6.17828,6.26604,6.04075,6.13055,5.88923,6.06846,5.87554,6.13042,5.70482,5.85022,6.03288,5.92142,5.75781,5.88968,5.78017,5.98559,5.99851,5.92894,5.78047,5.9618,5.94291,5.55535,5.67098,5.9753,6.08283,5.91171,5.96135,5.85128
"ABCE1",8.05045,7.72031,7.70866,7.80911,8.00606,7.78638,7.81173,7.90203,7.43598,7.74468,7.61046,7.78638,7.88708,7.75407,7.57922,7.88735,7.73456,7.73728,8.35692,7.41195,7.99233,7.96754,7.66395,8.1034,8.00785,7.99515,8.238,8.0325,7.56065,8.31359,8.01619,8.35094,8.0356,7.69017,7.80225,8.11046,7.94487,8.0238,7.73837,7.86119,7.65117,7.59452,7.59341,7.74757,7.68073,7.78638,7.41485,7.63692,7.58049,7.77207,7.88749,7.66282,7.67357,7.85357,7.74554,7.62028,7.78513,7.69814,7.64025,7.75494,7.3873
"ABCF1",8.87144142857143,8.97716142857143,8.93982,8.96562571428571,8.84481857142857,8.77492285714286,8.94892857142857,8.98572142857143,8.80264714285714,8.93275142857143,8.96249142857143,9.00039571428571,8.84654,9.04392714285714,9.10190142857143,8.69575428571429,8.63329571428572,8.93845714285714,9.05667714285714,8.46489,9.08193285714286,8.77991,8.91584857142857,9.02659428571429,9.02983571428572,8.94310142857143,9.30264142857143,8.96792428571429,9.16281714285714,8.69619142857143,9.10529571428571,9.29639714285714,8.98790428571428,8.89332714285714,8.8818,8.92592857142857,8.92126285714286,9.00671714285714,8.96871,8.80031714285714,8.96518714285714,8.88082857142857,8.90322714285714,9.28374857142857,9.13166714285714,9.10525714285714,8.96351571428571,8.80349,8.99958142857143,9.14433428571428,9.07145857142857,9.04466,8.82706142857143,8.81022857142857,9.05126714285714,9.07347,9.01249285714286,9.26460571428571,8.96969857142857,8.91417857142857,9.12902
"ABCF2",7.14199,7.14124,6.88953,6.92134,7.01572,7.17064,7.0068,6.94056,6.62797,6.96965,6.48741,7.05733,6.95723,6.77823,7.20176,6.81046,6.91449,6.71585,6.9939,6.68289,6.89867,6.83535,7.16282,7.21424,7.0313,7.17959,7.31377,7.04334,6.78912,7.12091,6.72758,7.23475,7.0301,7.1133,6.52111,7.14725,7.11395,6.92943,7.38482,7.12601,6.91044,6.78505,6.59712,7.27022,6.94969,6.22474,6.91794,6.73977,6.82433,6.85965,7.03631,6.95085,6.59716,6.94895,7.03923,6.89466,7.00557,6.96356,7.02637,7.09418,6.96075
"ABCF3",6.26555,6.36467,6.29716,6.39075,6.27084,6.24864,6.25016,6.26046,6.19001,6.18865,6.11082,6.32395,5.85899,6.34784,6.20699,6.26997,6.20572,6.21447,6.15963,5.93538,6.36972,6.11649,6.36798,6.14722,5.96676,6.41815,6.17728,6.12915,6.31117,6.29098,6.41689,6.20403,6.26555,6.10568,6.06873,6.04805,6.17082,6.32742,6.17542,5.96943,6.26251,6.23848,6.50939,6.48841,6.36476,6.25674,6.4005,6.4692,6.26555,6.51941,6.3991,6.11506,6.27433,6.43323,6.11187,6.40598,6.4225,6.59023,6.39576,6.36256,6.28993
"ABCG1",4.98589,5.50188,4.28712,4.46317,4.33464,4.36504,4.45356,4.44249,4.51398,4.2493,4.41148,4.55397,4.41249,4.8777,4.85183,4.26927,4.20945,4.21613,4.51398,4.53075,4.38762,4.70371,4.60569,4.31621,4.88838,4.35244,4.88992,5.03995,4.36247,4.64493,5.03163,4.42286,4.74575,5.17664,5.00236,5.40171,5.23202,5.37596,4.6482,4.69655,4.24717,4.26096,4.21666,4.19554,4.36597,4.1777,4.128,4.41152,4.153,4.34719,4.51398,4.36863,4.21019,4.3224,4.33231,4.3022,5.25746,4.33263,4.52977,4.53546,4.54597
"ABCG2",4.54979,3.88504,4.77439,4.19003,3.99762,3.67757,4.46517,4.07618,4.29374,4.27533,4.10388,4.19093,4.50279,4.42008,4.65702,3.87821,4.15473,4.79058,4.29432,4.38991,4.46339,4.29674,4.59876,4.45948,3.84493,4.33068,4.10023,3.88844,3.9897,4.4463,4.28147,4.21109,4.17072,4.29432,4.4013,3.95661,4.3736,4.19887,4.02544,4.34364,4.54441,4.18566,4.90663,4.30892,4.48419,4.79227,4.40344,4.40838,4.29293,4.25045,4.18092,4.65612,4.75595,4.31875,4.68497,4.07244,4.05347,4.45512,4.16932,4.49924,3.96036
