"","GSM2544275","GSM2544276","GSM2544277","GSM2544278","GSM2544279","GSM2544280","GSM2544281","GSM2544282","GSM2544283","GSM2544284","GSM2544285","GSM2544286","GSM2544287","GSM2544288","GSM2544289","GSM2544290","GSM2544291","GSM2544292","GSM2544293","GSM2544294","GSM2544295","GSM2544296","GSM2544297","GSM2544298","GSM2544299","GSM2544300","GSM2544301","GSM2544302","GSM2544303","GSM2544304","GSM2544305","GSM2544306","GSM2544307","GSM2544308","GSM2544309","GSM2544310","GSM2544311","GSM2544312","GSM2544313","GSM2544314","GSM2544315","GSM2544316","GSM2544317","GSM2544318","GSM2544319","GSM2544320","GSM2544321","GSM2544322","GSM2544323","GSM2544324","GSM2544325","GSM2544326","GSM2544327","GSM2544328","GSM2544329","GSM2544330","GSM2544331","GSM2544332","GSM2544333","GSM2544334","GSM2544335"
"SLC38A9",5.17817,5.16389,5.30565,5.16409,5.33602,5.35162,5.26191,5.32354,5.18515,5.2523,5.29842,5.14433,5.08198,5.18515,5.03107,5.40082,5.1713,5.11627,5.45462,5.63741,5.14292,5.33265,5.16771,5.12125,5.36147,4.84389,5.28243,5.19139,5.28846,5.45094,5.12009,5.32537,5.45149,5.14584,5.33045,5.50113,5.42318,5.46817,5.10242,5.37283,5.37395,5.00727,5.12678,4.99613,5.19823,5.30098,5.20921,5.33308,5.02153,4.87548,5.07571,4.80122,5.11563,5.05497,4.74841,5.01596,5.2859,5.11259,4.96099,4.93431,4.87096
"SLC39A1",4.57172,4.60463,4.67667,4.57355,4.71044,4.64831,4.51001,4.61203,4.64435,4.62342,4.62647,4.76171,4.58461,4.51271,4.74669,4.46527,4.52027,4.4459,4.62613,4.6729,4.36639,4.57364,4.5462,4.62475,4.53958,4.79515,4.71504,4.85341,4.57346,4.45185,4.40695,4.7968,4.62873,4.83409,4.64344,4.52699,4.84598,4.74249,4.6994,4.58715,4.52189,4.59063,4.68324,4.82596,4.50627,4.46191,4.77943,4.69856,4.62869,4.62873,4.63287,4.87726,4.71662,4.72816,4.77676,4.80161,4.74875,4.60758,4.51516,4.74731,4.53821
"SLC39A10",7.11855,7.46398,6.83709,6.97348,7.15954,7.09511,7.13859,7.38215,7.05832,6.76919,7.08739,7.07447,6.7723,6.93203,7.06792,7.18554,6.98196,6.84681,7.42001,7.04126,6.70492,7.14224,6.92076,7.24292,7.01311,7.12261,7.10353,7.2793,7.18231,7.376,6.83848,7.31374,7.08386,7.04012,6.93024,7.29056,7.14657,7.28434,6.70525,6.8803,7.13075,7.24644,7.08976,7.05088,7.07447,7.08115,6.83154,7.05622,7.27039,7.05296,7.08675,7.07447,6.76958,7.04906,7.19054,7.08048,7.36948,6.97815,6.99841,7.07447,7.08703
"SLC39A11",6.17648,6.32478,6.63024,6.68498,6.06331,6.59465,6.57766,6.35552,6.57912,6.27995,6.61199,6.3288,5.75053,6.42081,6.03475,6.47933,6.85479,6.6299,5.68676,6.48063,6.8819,6.41241,6.44726,6.73401,5.51514,6.58137,6.38088,5.74565,6.56985,5.88651,6.43582,6.62178,6.79962,6.55245,6.89962,6.01449,6.07264,6.8855,5.89532,6.2929,6.61275,6.48374,6.09669,6.49855,6.8442,6.53781,6.22508,5.96125,6.75559,6.65053,6.34121,6.72982,6.44553,6.47183,6.21313,6.079,6.31277,6.472,6.66438,6.31538,7.13857
"SLC39A12",3.3594,3.08329,3.26294,3.04387,3.04924,3.21424,3.17735,3.32644,3.39413,3.20763,3.24204,3.26294,3.40713,3.10007,3.31984,3.17909,3.11256,3.21135,3.28092,3.27133,3.1494,3.27569,3.27574,3.34698,3.53491,3.28577,3.43797,3.19671,3.30076,3.28109,3.05737,3.31897,3.15998,3.28506,3.30286,3.29542,3.22538,3.33037,3.43533,3.08602,3.18017,3.36545,3.19322,3.24738,3.32138,3.2392,3.41301,3.27349,3.11027,3.07112,3.50271,3.33278,3.28394,3.26294,3.29358,3.31696,3.28795,3.35728,3.30469,3.30315,3.16478
"SLC39A13",5.66745,5.61491,5.59206,5.66874,5.71703,5.6296,5.64649,5.58394,5.71881,5.7164,5.62457,5.61203,5.84169,5.41544,5.77638,5.65186,5.63246,5.59154,5.66691,5.73134,5.40266,5.60268,5.62586,5.72881,5.69734,5.72322,5.96545,5.98302,5.65786,5.66745,5.55663,5.70426,5.6437,5.75803,5.80957,5.66745,5.71301,5.60288,5.61661,5.79964,5.52509,5.6077,5.82208,5.90036,5.6198,5.70061,5.78704,5.66745,5.59986,5.58303,5.46715,5.83392,5.76259,5.85581,5.64474,5.5834,5.58185,5.8009,5.66745,5.53632,5.78757
"SLC39A14",5.35729,5.25605,4.94245,5.09363,5.38579,5.02509,5.14856,5.06027,4.87847,5.1677,4.98074,5.03248,5.0463,5.03124,5.17367,4.8949,4.87782,4.89202,4.92088,5.01738,5.11494,4.99807,4.92617,5.19327,5.35409,5.13976,5.34582,5.42461,5.20597,5.01606,4.99243,5.17427,5.24035,4.9587,5.25643,5.19436,5.30124,5.15087,4.87629,4.93546,4.97986,5.22757,5.38283,5.64235,5.4176,5.66282,5.42341,5.27444,5.09312,5.51126,5.42591,5.35598,4.99831,5.17427,5.17178,5.42407,5.43512,5.62435,5.43152,5.33484,5.3802
"SLC39A2",3.76407,3.45328,3.51761,3.38804,3.39582,3.40977,3.30847,3.44655,3.3559,3.54557,3.26706,3.61025,3.59037,3.4704,3.40107,3.45826,3.55769,3.4578,3.5455,3.54308,3.45321,3.59151,3.41435,3.40451,3.84816,3.56916,3.38898,3.28268,3.43682,3.43461,3.25999,3.25041,3.29425,3.62481,3.45762,3.52892,3.39357,3.21018,3.56933,3.58513,3.3706,3.31706,3.43486,3.36494,3.47033,3.65705,3.51863,3.62158,3.52525,3.36553,3.50571,3.54978,3.77033,3.33514,3.5,3.48455,3.47404,3.41863,3.29915,3.49739,3.6741
"SLC39A3",4.43687,4.56348,4.43676,4.54498,4.75261,4.44027,4.37703,4.48444,4.48372,4.46152,4.32919,4.39111,4.41767,4.45678,4.48887,4.29297,4.51771,4.59776,4.82864,4.46663,4.32893,4.28479,4.51597,4.70509,4.50203,4.48213,4.64939,4.56191,4.44401,4.16206,4.42019,4.2724,4.48887,4.36878,4.5089,4.35833,4.68317,4.63542,4.33602,4.39461,4.525,4.6378,4.60842,4.64752,4.671,4.31461,4.48286,4.35546,4.49319,4.67721,4.63714,4.75151,4.52021,4.42308,4.29982,4.73147,4.66412,4.54407,4.25995,4.49496,4.42324
"SLC39A4",5.47752,5.12822,5.42362,5.45511,5.31016,5.21152,5.45453,5.20957,5.4993,5.57125,5.6612,5.32123,5.73725,5.7655,5.56509,5.34698,5.35424,5.29581,5.3354,5.34508,5.45995,5.26409,5.78399,5.69599,5.28985,5.64637,5.43947,5.4627,5.18309,5.30764,5.46244,5.41662,5.4212,5.38703,5.81381,5.32615,5.30804,5.34054,5.55121,5.31146,5.49624,5.46748,5.49678,5.51026,5.88623,5.8423,5.7209,5.45966,5.44738,5.72109,5.46368,5.15506,5.50073,5.46449,5.62744,5.17442,5.58335,5.47905,5.52243,5.5974,5.46581
"SLC39A5",5.66868,4.60079,5.3119,6.15761,4.96016,5.13071,5.97106,4.60308,5.05667,6.7804,5.64064,5.06391,5.88147,5.81057,5.20453,4.71906,5.2185,5.89117,4.96431,4.87372,6.18856,4.80102,6.35936,5.658,4.55617,5.54457,5.01535,5.6029,5.25325,4.42841,5.65328,4.71405,5.05712,4.69473,6.29454,4.754,4.62421,5.24865,5.41438,5.34496,5.91789,5.81805,5.76569,6.47044,6.89577,6.93868,6.79797,5.98415,6.11954,6.95203,5.45761,4.89699,6.30492,5.89706,6.33373,5.42664,6.58107,6.59181,5.93758,6.69022,6.66114
"SLC39A6",10.0337,10.5118,10.0881,10.3496,10.3009,10.2969,9.85204,10.2469,10.4044,9.91763,9.89207,9.67087,9.97975,9.82627,10.3832,9.7123,10.2302,9.86827,9.91384,9.87732,10.1486,9.76968,10.0337,10.1956,9.5892,10.5694,9.91887,9.80237,9.51666,10.0162,9.22367,10.3896,10.2002,9.91872,9.92269,10.1511,10.4617,9.92001,9.63752,10.6823,10.2444,10.5359,10.2979,10.5007,10.0767,10.137,10.2678,10.3795,10.2329,10.1944,10.2106,10.3611,10.0786,10.3027,10.6962,10.8739,10.4492,9.94998,10.328,10.8012,10.2074
"SLC39A7",7.354545,7.756485,7.43093,7.68835333333333,7.473365,7.24877166666667,7.29164166666667,7.48611333333333,7.02116833333333,6.97206833333333,7.17011,7.33269666666667,7.70569333333333,7.47750333333333,7.743585,7.486635,7.47054166666667,7.50077333333333,8.09351166666667,7.003195,7.706115,7.56921,7.68023833333333,8.20858666666667,7.480175,8.04873166666667,7.76241666666667,7.90150833333333,7.66640666666667,7.48278833333333,7.50861333333333,7.69414,7.17251166666667,7.24023333333333,6.887265,7.298475,7.58821666666667,7.88599666666667,7.67471666666667,7.35912333333333,7.41545,7.47350333333333,7.55061833333333,7.408525,7.570245,6.40485333333333,7.14498,6.74131,7.34069333333333,7.37466333333333,7.21238666666667,7.43338,7.298785,7.448835,7.263245,7.84981333333333,6.88156666666667,7.77010666666667,7.60944,7.19135166666667,7.280535
"SLC39A8",5.18198,4.8739,5.2039,5.05379,4.59688,4.70892,4.98037,4.83085,4.98151,5.55829,4.78601,4.84954,4.98151,4.78805,4.78496,4.5924,4.88305,4.85398,5.05561,4.85403,5.15922,4.92294,4.79802,5.43758,5.29573,4.82111,5.32351,4.75187,4.95497,5.12025,4.84057,5.76706,4.80358,5.32705,5.22188,4.80148,5.07947,5.13829,4.78471,5.25888,5.01906,5.03078,4.65513,4.88523,5.04188,5.40199,4.95364,4.94998,5.12617,5.16347,4.91525,4.50324,5.074,5.16674,5.34217,4.66176,5.19089,4.76255,4.90798,5.70814,4.85223
"SLC39A9",8.65452,8.99183,8.8786,9.13815,9.19452,9.21103,8.99025,8.82347,8.65759,8.73367,8.66059,8.70602,8.78753,8.67074,8.88996,8.65622,9.14268,8.52768,8.2964,9.01961,8.2601,8.11811,8.73378,8.71505,8.2301,9.0071,8.41687,8.62258,8.93864,8.49876,8.30843,8.37815,8.78668,8.4534,8.72574,8.75474,8.60966,8.99022,8.36237,8.31628,9.02515,9.07931,8.96203,9.17555,8.88691,8.60833,8.85373,9.12403,9.11739,9.13672,8.98584,9.25794,8.3082,9.05761,8.97129,9.11325,8.82161,9.10642,8.89886,9.3046,8.84521
"SLC3A1",10.504,6.83088,9.96029,11.3798,8.71607,9.86137,11.087,6.93413,9.56408,11.959,10.1768,8.75337,10.2628,10.5111,9.2206,9.82115,9.66509,11.3488,9.12596,10.0352,12.0083,9.24595,10.8916,10.7657,9.00128,10.0198,9.45681,10.0867,9.87738,6.79019,10.6556,9.29268,9.45042,8.15787,12.7682,7.94006,9.19374,9.34874,9.54032,9.79986,10.8957,10.6,9.9183,10.7466,11.376,11.486,11.4977,9.95643,10.1229,11.3209,9.19589,8.3481,11.471,10.5436,10.2976,8.96769,10.5954,10.463,9.82534,11.2328,10.2121
"SLC3A2",7.56282,6.92699,7.27678,7.99099,6.88028,7.30567,7.77928,6.69903,7.19192,7.54882,7.52501,7.42607,7.39869,8.00799,7.33542,6.98108,7.19692,7.66921,6.96817,7.36471,7.84568,6.97496,7.56132,7.5003,6.83506,7.72917,7.47565,7.70613,7.13506,6.83699,7.48873,6.84126,7.75051,6.82886,7.76784,7.03285,7.39479,7.28136,7.40381,7.07709,7.55059,7.56246,7.75703,8.07321,7.78587,8.37137,7.92152,7.63812,7.61358,8.2372,7.82638,7.79529,7.99797,7.46659,8.11591,7.86333,7.91097,8.43505,7.89358,8.11936,7.98734
"SLC40A1",9.69832,9.43852,9.46039,9.6673,10.1863,10.3314,9.60319,9.39231,9.62344,10.1032,9.32749,9.4455,9.64845,9.81272,9.41452,9.87456,9.57846,9.6073,10.496,9.43771,9.49591,10.0437,9.90258,10.3077,10.4886,9.69938,9.97153,9.83147,10.0471,10.9039,9.8423,9.96353,9.83147,10.25,10.7987,10.2302,10.3247,10.5734,9.1961,10.1476,9.71671,9.57666,9.77433,9.97621,9.9671,9.96264,9.91738,9.73292,10.4759,9.90302,10.0953,9.15534,9.97945,10.1078,9.60269,9.3399,9.65181,9.47876,9.81952,9.8145,9.35253
"SLC41A1",6.2532,6.66391,6.6233,6.74995,6.5728,6.51303,6.79848,6.35369,6.64757,7.12615,6.60616,6.48206,6.7917,6.5925,6.73296,6.38189,6.66548,6.67808,5.85815,6.13384,6.5044,6.37537,6.89186,6.52486,6.14804,6.76878,6.41756,6.38223,6.3782,6.03062,6.65567,6.42543,6.25651,6.28105,7.08912,6.09723,6.07471,6.08055,6.43392,6.05177,6.53304,7.01887,6.73366,7.09712,7.29743,7.49323,7.38302,6.89611,6.80284,7.62133,7.06357,6.87754,6.98673,6.92014,6.85056,6.85949,7.11739,7.0418,6.99767,7.14378,7.0124
"SLC41A2",6.35143,6.38425,5.59601,5.55391,6.13019,5.55929,6.01231,5.729,5.81184,5.97425,5.4469,5.80081,5.58165,6.15153,5.55604,5.64469,5.78637,5.50628,6.13387,5.8385,6.02125,6.4077,5.96045,7.0167,6.18517,6.48356,6.72391,6.46353,5.93188,6.00947,6.41486,6.44249,6.77288,6.23674,7.35715,6.22337,7.13461,6.33196,5.62396,6.74244,6.15166,5.6843,6.10891,5.90723,5.8201,6.145,6.13019,6.26731,6.34617,6.14896,6.74411,6.0843,6.71975,5.72438,6.52274,6.08121,6.22464,6.1601,6.22056,6.62878,6.26815
"SLC41A3",6.57984,6.70504,6.67113,6.69006,6.70388,6.6831,6.722,6.76208,6.66883,6.91389,6.62296,6.83952,6.76145,6.58811,6.70195,6.76633,6.61386,6.6045,6.97452,6.85744,6.48352,6.86857,6.54777,7.01021,6.77564,6.62955,6.97331,6.9161,6.85331,6.79492,6.78212,6.94653,6.58723,6.52445,6.82968,6.69006,6.89308,6.75057,6.69046,6.74112,6.61191,6.45264,6.88284,6.5413,6.50677,6.69006,6.6784,6.67193,6.58166,6.55309,6.6786,6.67969,6.74962,6.70502,6.49206,6.67694,6.62422,6.54559,6.67944,6.58741,6.25665
"SLC43A1",4.96435,5.18583,5.2435,5.70678,5.13129,5.10655,5.25175,4.95767,5.27485,5.02243,5.17084,5.09911,5.06491,4.80205,5.40524,5.35319,5.34547,5.11275,5.44582,4.7369,4.97404,5.18101,5.00878,5.17132,5.59325,5.06593,5.07257,5.19942,4.82565,5.20152,5.52035,5.46816,5.03048,5.28097,5.20002,4.77106,5.07199,5.05918,5.44128,5.29348,4.86978,5.15239,5.18974,5.18855,5.42528,4.75758,4.77875,5.33895,5.49043,5.13925,5.51447,5.16249,5.32253,5.38206,4.70818,5.02118,4.955,5.04887,5.34469,5.41501,5.14495
"SLC43A2",6.08599,5.48432,5.91179,6.78923,5.41755,5.85352,6.48953,5.51006,6.24348,6.69666,6.13633,6.01078,6.10159,6.53761,6.02296,5.95479,5.92037,6.28662,5.31088,5.55809,6.20737,5.63201,6.40059,6.35005,5.84873,6.3639,6.22361,5.87292,6.27342,5.76407,5.86029,5.48829,6.23485,5.5638,6.91656,5.44701,5.80255,6.07416,5.83264,5.7572,6.36743,6.36311,6.29473,7.1023,6.55007,7.02179,6.4567,6.47846,6.89169,7.1383,6.50299,6.24761,6.69866,6.78481,6.2421,6.10331,6.79748,6.76231,6.37368,7.10545,5.9976
"SLC43A3",5.97626,6.45805,5.70546,5.36847,5.86441,5.7163,5.73903,5.93576,6.01194,5.98724,5.74462,6.15131,5.79297,5.8515,5.70929,5.90078,6.13184,6.06683,6.75226,6.17989,6.3198,6.45353,5.96212,6.439,6.27637,6.07213,6.45676,6.18254,5.83558,7.05012,6.50209,6.9694,6.47457,7.12572,5.95712,6.38282,6.86317,6.70068,6.68362,6.93104,5.86737,6.08237,5.75536,6.46469,5.91641,6.63748,6.22897,5.75606,6.00222,6.24421,6.48669,6.54104,6.12429,6.33856,6.89216,6.17989,5.90786,5.74932,6.19458,6.40933,6.75387
"SLC44A1",10.5253,10.1487,10.3613,9.87228,10.4429,10.6799,10.1867,10.4047,10.4243,10.3373,10.426,10.6783,10.3012,10.283,10.5697,10.6738,9.98736,10.3594,9.84627,10.2488,9.8362,10.0941,10.2683,10.1545,9.64541,9.85129,9.89298,10.1651,10.6813,10.3983,9.4774,9.78281,9.67186,9.91732,9.56448,9.61783,10.0526,10.1908,9.98625,9.78134,10.3331,9.83323,10.5226,10.1961,10.2069,10.4761,10.3072,10.6357,10.3915,10.2575,10.3733,10.1039,9.80135,10.242,10.5267,10.2631,10.1987,10.7353,10.2536,10.5898,10.201
"SLC44A2",13.6954,13.5571,13.2204,13.4797,13.6592,13.8501,13.4407,13.5949,14.0474,13.546,13.539,13.696,13.4417,13.7312,14.1517,13.9074,13.4218,13.3607,11.7021,13.1634,12.3038,13.1647,13.5335,13.5586,13.1216,13.6693,12.8896,13.5589,13.4464,13.3754,12.1155,12.6829,13.0489,13.0934,11.8802,13.3863,13.0225,12.9894,13.2735,12.9531,13.4345,14.1206,13.8089,14.03,13.9034,13.5533,14.3225,14.3497,13.7318,13.9498,14.0755,14.5881,13.5472,13.2486,14.1888,14.4906,14.1539,13.3051,13.5066,14.1851,13.9679
"SLC44A3",6.71801,6.36999,6.75545,7.58786,6.48097,6.86764,6.94852,6.01867,6.14242,6.93471,5.96802,6.14323,6.58995,6.75209,6.73465,6.69609,7.12444,6.65471,7.21634,6.81283,7.34756,7.08827,6.86035,7.85042,6.69882,6.86583,7.47814,6.8584,6.55365,6.28214,6.99152,7.34117,7.43617,6.61961,7.87406,6.51794,7.22462,6.72765,6.8057,6.95698,6.81283,7.17288,6.64356,5.70791,6.86111,7.64697,6.67629,7.03359,6.54827,7.1651,6.16047,5.83469,7.44704,7.24396,6.80837,5.27234,7.43644,6.60048,7.11452,6.58418,6.61291
"SLC44A4",8.2251475,6.99902625,8.12230875,9.0098275,7.83789,7.77675875,8.65845125,7.05694125,7.76493,9.26593125,7.95327875,7.71066375,8.3990225,8.69685125,8.15694125,7.99875375,7.90095625,8.50109875,8.16326625,8.34433375,9.41963625,8.8154875,9.09516125,8.87043625,7.87838875,9.30444875,8.57216375,8.2094,8.34837,7.05448375,9.40108625,8.765365,8.11814875,7.951745,10.62214,7.24553875,7.411065,7.57569,7.67733375,8.56978375,8.3078475,8.63196375,8.1478075,8.99000875,9.25155,9.43709125,9.34259875,8.12933,7.99440625,9.11796125,7.81320375,7.6433275,9.60318125,8.73389875,8.40353875,8.02398125,8.47914125,8.8181875,8.13000625,8.7637175,8.8181225
"SLC44A5",3.65744,3.60688,3.27174,3.70891,3.25559,3.33122,3.55113,3.663,3.38526,3.80265,3.53993,3.55113,3.59481,3.41162,3.57094,3.57136,3.35944,3.36393,3.84236,3.31252,3.55113,3.59309,3.37558,4.00364,4.61126,3.33954,4.18007,3.34832,3.36137,3.72794,3.84026,4.18718,4.26045,3.6573,4.06688,3.84044,4.21945,4.01134,3.40407,3.63478,3.46142,3.42286,3.37551,3.46776,3.44655,3.51538,3.31301,3.53069,3.3311,3.46127,3.40508,3.39646,3.56643,3.29699,3.51203,3.35151,3.66215,3.39772,3.42615,3.30607,3.40319
"SLC45A1",6.42701,7.52394,7.29097,6.55729,7.74632,7.40026,6.57158,7.70619,6.82959,7.01301,7.02226,7.03687,6.97517,6.76534,7.4115,6.85734,7.23191,6.35812,5.47094,6.36319,5.66225,5.72867,6.9281,6.93214,5.98129,7.45941,5.88498,7.49303,6.92001,6.08211,6.25181,6.11461,6.4848,6.40289,5.34379,6.59583,6.62181,6.27475,6.53618,6.4699,7.30363,7.66548,7.25384,8.29548,7.18466,6.61247,7.76191,7.62441,7.49299,7.30792,7.51855,8.43608,6.77194,7.33889,7.81163,8.26588,7.55839,7.29584,7.12122,7.39665,8.04926
"SLC45A2",3.34803,2.99357,3.06691,3.16541,3.16847,3.20892,3.39269,3.09962,3.1571,3.02908,3.17104,3.34599,3.33742,3.10575,3.15526,3.10717,3.06991,3.22061,3.1571,3.25523,3.09361,3.15699,3.19281,3.17526,3.19567,3.15282,3.13449,3.1571,3.42953,2.97576,3.08597,3.04428,3.12569,3.18038,3.02101,3.30939,2.98088,2.92329,3.03937,3.1571,3.41313,3.14792,3.38437,3.07374,3.09879,3.16261,3.06791,3.22791,3.10497,3.07473,3.1859,3.18473,3.20155,3.1622,3.28035,3.1571,3.1571,3.14659,3.09076,3.1119,3.46783
"SLC45A4",4.74801,4.70926,4.65242,4.68277,4.6629,4.70987,4.61661,4.80849,4.62948,4.75401,4.70729,5.01721,4.91165,4.67905,4.95557,4.54004,4.75827,4.35854,4.55884,4.57381,4.71125,4.64085,4.68132,4.68559,4.65267,4.93365,4.66115,4.82234,4.72878,4.6026,4.65082,4.60833,4.45335,4.30459,4.60862,4.49866,4.56351,4.60192,4.70743,4.65803,4.7029,4.7544,4.70846,5.09085,4.79477,5.21549,4.98502,4.83424,4.62217,4.69086,4.69086,4.52934,4.87323,4.86578,4.67956,4.55786,4.69592,4.69982,4.90581,4.99059,4.52566
"SLC46A1",5.78542,6.03627,5.42094,6.37697,6.13054,5.83709,6.11391,5.57609,6.26175,6.26288,5.96417,5.86081,5.77579,5.71174,6.36479,5.68271,5.79221,5.86901,6.01509,5.94014,6.12617,6.05457,5.91655,5.90275,5.62004,6.42842,6.32875,6.14974,6.35506,5.90591,6.04349,5.8641,5.96473,6.05988,6.84973,5.73936,5.95698,5.55449,6.13131,5.94108,5.8504,6.58091,6.19473,6.49154,6.15131,6.84039,6.13931,6.55279,6.06259,6.29783,6.1339,5.80923,6.24604,6.43364,6.12378,6.08377,6.48165,6.40612,6.09885,6.59854,5.8814
"SLC46A2",4.38728,4.23268,4.21052,4.24665,4.18934,4.23035,4.19576,4.13892,4.55548,4.10083,3.97285,4.38057,4.47122,4.81535,4.19784,4.28968,4.13256,4.2871,4.69485,3.96002,4.19573,4.57324,4.0276,4.53385,4.51025,4.05623,4.71228,4.69854,4.67163,4.29634,4.36433,4.43325,4.1524,4.54754,4.25168,4.34512,4.26458,4.27601,4.52377,4.37936,4.0868,4.09973,4.36463,4.63581,4.03247,4.28007,4.2841,4.68087,4.26414,4.48014,4.68309,4.49297,4.60356,4.26486,4.25049,4.5825,4.19341,4.27536,4.31855,4.21679,4.21336
"SLC46A3",6.7365,6.65934,6.67077,6.43749,6.69349,6.78079,6.90179,6.53453,6.58759,6.97419,6.43831,6.28169,6.63968,6.3112,6.28123,6.71827,6.90007,6.67051,6.24154,6.59028,6.3319,6.1485,6.64116,6.72368,5.97778,7.1313,6.41324,6.90986,6.84289,6.50269,6.35477,6.49556,6.39855,6.384,6.80442,6.43218,6.61879,6.4214,6.35231,6.41662,6.9388,6.86354,7.06907,7.12613,6.84648,6.99448,6.59756,6.94403,6.66289,6.45988,6.5337,6.69066,6.35893,6.48923,6.68955,6.73532,6.60169,6.39321,6.59829,6.67364,6.92409
"SLC47A1",8.88078,5.94888,8.10917,8.93826,6.74236,7.87936,9.49035,5.31903,7.47985,9.88197,8.2091,7.42805,8.31526,8.92183,7.18441,6.56272,7.94875,9.07705,7.34474,7.37361,9.93128,6.94634,9.21992,8.84954,6.58401,8.48353,7.97929,8.15335,7.11643,4.38516,9.90199,6.76238,8.21341,6.02454,10.5576,6.02605,7.13053,8.28092,7.95506,7.63527,9.05681,7.80408,8.65502,9.48601,9.65646,10.5973,9.35369,9.00235,8.75493,10.0435,7.75055,7.10947,9.67613,8.91593,9.10377,7.52656,9.06686,9.50423,8.31686,10.1463,9.16518
"SLC47A2",5.88562,4.70437,5.67486,6.09788,5.27234,5.53382,6.70156,5.15208,5.73757,7.66333,5.89253,5.23575,5.79419,5.72475,5.23552,4.92442,5.46681,6.7654,5.16003,5.71358,6.31658,5.59484,6.78011,5.59614,4.89392,5.62083,5.87882,6.03961,5.41452,4.85983,7.25551,5.53001,6.662,5.05744,7.38837,4.99013,5.38576,5.65712,5.60641,5.73875,6.83875,5.54532,5.88087,6.90334,6.45961,6.97445,6.04546,5.83259,5.83891,6.72642,5.51475,5.55732,6.8937,5.52322,6.62295,5.38505,5.91903,6.4934,6.03963,7.41788,6.8972
"SLC48A1",9.52434,10.3596,10.3793,9.80513,10.5741,10.2073,9.93585,9.91786,10.125,10.2083,9.89636,10.2574,10.0367,9.74744,9.88052,9.58362,10.5636,9.63567,8.65735,9.75165,8.61294,8.93677,9.72232,10.1053,8.48566,9.56964,9.40388,9.85938,10.0541,9.29768,9.34244,9.17418,9.50532,8.87414,8.90018,9.85522,9.8756,9.62799,9.3861,9.33545,10.1492,10.2906,10.0341,10.2351,9.92554,9.62112,9.96513,10.3,10.4793,9.92528,9.98924,10.3967,9.56846,10.1867,10.2312,10.429,10.7281,9.96975,10.2946,10.0335,10.146
"SLC4A1",4.62205,4.22255,4.38204,6.73842,4.26858,4.42302,4.3731,4.62124,5.89719,4.99623,4.64226,4.31343,4.46026,4.65696,4.87499,5.22809,4.96617,5.56075,4.37191,4.48686,4.71796,4.79941,5.81511,4.52814,4.28401,6.20591,4.49659,4.833,5.36269,4.32866,4.92548,4.52312,4.20946,4.44355,4.19279,4.56693,4.39856,4.23564,4.2724,4.47583,5.73723,5.97229,5.0556,4.64353,5.01671,5.97155,4.79017,4.71098,6.20062,6.00455,4.70511,4.57368,5.02836,7.58247,4.87544,4.91662,5.55444,5.26076,6.3523,5.50955,4.53119
"SLC4A10",3.19622,3.16625,3.04819,3.09083,3.14859,3.10526,3.08793,3.14199,3.19622,3.14271,3.17464,3.12728,3.22187,3.1071,3.19622,3.10305,3.05391,3.21541,3.48443,3.19866,3.10449,3.23714,3.16901,3.2028,3.57458,3.12867,3.28933,3.19622,3.31963,3.19421,3.28943,3.2963,3.13127,3.37011,3.38244,3.41997,3.258,3.12759,3.17752,3.36189,3.21829,3.26033,3.07431,3.17819,3.15585,3.19622,3.1984,3.19622,3.16067,3.16661,3.29258,3.34205,3.28327,3.19622,3.12494,3.19649,3.12646,3.19853,3.16024,3.19622,3.19622
"SLC4A11",8.3765,8.33853,7.65482,8.38504,7.75532,8.14233,9.23716,8.68555,7.9324,8.28234,7.66738,8.4401,8.68827,7.9721,8.56356,7.95566,8.9714,5.35848,6.98198,7.63992,5.814,6.87551,7.88644,8.62986,7.88323,7.13233,7.62796,9.49007,8.50473,7.35468,7.67449,6.49427,8.05437,6.82073,6.72014,8.92136,8.9735,8.73096,7.52475,6.83279,7.97983,7.5677,6.61971,8.10218,8.52887,7.4583,7.52109,7.31105,7.45556,7.83867,7.75296,8.65992,8.05258,9.04054,7.00729,6.29675,10.2767,8.39641,9.1903,7.4379,7.37553
"SLC4A1AP",8.84358,8.76992,8.90037,9.03028,9.08371,8.95665,9.15162,8.73922,8.55851,9.01168,8.77503,8.71936,8.60049,8.77485,8.79229,8.4608,9.07025,8.60014,8.92107,8.60388,8.91725,8.46768,8.77485,8.68247,8.04032,8.79111,8.44874,8.72489,8.71227,8.54005,8.87374,8.52426,8.63279,8.85699,8.58144,8.73694,8.61849,8.81481,8.64845,8.66158,9.0471,8.86277,8.89922,8.82952,8.53147,8.26805,8.77311,8.76816,8.96838,9.01784,9.07359,9.04682,8.67927,9.03425,8.31214,8.72085,8.74123,9.54572,9.1263,8.78081,8.47274
